Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Actual_Yield,Predicted_Yield,Prediction_Error,Error_Pct,Rainfall_Zone,Era,Fertilizer_per_Area,StateCrop_AvgYield
Arhar/Tur,1997,Kharif,Andhra Pradesh,298477.0,55600,927.5,29873863.0,79642.43999999999,0.1977272729999999,0.2293671,-0.031639834152938945,16.001674253706227,Low,1997-2004,100.08765499485692,1.037272727
Arhar/Tur,1997,Rabi,Andhra Pradesh,3500.0,1400,927.5,333095.0,1085.0,0.4739999999999999,0.40111214,0.07288786077499382,15.377153376257398,Low,1997-2004,95.16999997280855,0.197727273
Arhar/Tur,1998,Kharif,Andhra Pradesh,298477.0,169100,1048.3,38611040.0,79642.43999999999,0.4618181820000001,0.40668774,0.05513044548876961,11.93766903531729,Moderate,1997-2004,129.36018520646695,0.3358636365
Arhar/Tur,1998,Rabi,Andhra Pradesh,3100.0,1600,1048.3,306280.0,899.0,0.56,0.5289434,0.03105658054351812,5.545808050971001,Moderate,1997-2004,98.79999996812904,0.377848485
Arhar/Tur,2000,Kharif,Andhra Pradesh,298477.0,216457,935.6,39959167.64,79642.43999999999,0.433181818,0.43483353,-0.0016517086113281287,0.38129596620522677,Low,1997-2004,133.8768737285155,0.42338636375
Arhar/Tur,2000,Rabi,Andhra Pradesh,6098.0,2701,935.6,598640.66,1585.48,0.4237499999999999,0.44678918,-0.02303917527198801,5.436960684927709,Low,1997-2004,98.16999998390128,0.4253454546
Arhar/Tur,2001,Kharif,Andhra Pradesh,298477.0,185620,928.4,39959167.64,79642.43999999999,0.46499999999999997,0.43076494,0.03423505663871762,7.362361938730803,Low,1997-2004,133.8768737285155,0.4250795455
Arhar/Tur,2001,Rabi,Andhra Pradesh,5439.0,2706,928.4,555485.07,1414.14,0.46,0.48850003,-0.02850002884864805,6.195644976564845,Low,1997-2004,102.12999998122264,0.4307824675714286
Arhar/Tur,2002,Kharif,Andhra Pradesh,298477.0,147361,648.1,39959167.64,79642.43999999999,0.33772727299999994,0.34121385,-0.0034865791671295776,1.032362240850821,Low,1997-2004,133.8768737285155,0.434434659125
Arhar/Tur,2002,Rabi,Andhra Pradesh,8200.0,3004,648.1,776294.0,2050.0,0.2993333329999999,0.351619,-0.05228567220324715,17.467315452667158,Low,1997-2004,94.66999998845488,0.423689394
Arhar/Tur,2003,Kharif,Andhra Pradesh,298477.0,214657,826.0,39959167.64,79642.43999999999,0.4240909089999999,0.4640123,-0.039921386007705784,9.413380722551299,Low,1997-2004,133.8768737285155,0.4112537879
Arhar/Tur,2003,Rabi,Andhra Pradesh,7492.0,3246,826.0,741558.16,1798.08,0.41624999999999995,0.4392178,-0.022967805862426804,5.517777942257631,Low,1997-2004,98.97999998678856,0.4124207989090909
Arhar/Tur,2004,Kharif,Andhra Pradesh,298477.0,215214,781.8,39959167.64,79642.43999999999,0.479090909,0.46892282,0.010168085332473764,2.122366322924849,Low,1997-2004,133.8768737285155,0.412739899
Arhar/Tur,2004,Rabi,Andhra Pradesh,8452.0,3792,781.8,915689.68,1774.92,0.48499999999999993,0.45003423,0.034965769052505424,7.2094220532546185,Low,1997-2004,108.33999998718171,0.4178438228461539
Arhar/Tur,2005,Kharif,Andhra Pradesh,298477.0,300636,1075.5,39959167.64,79642.43999999999,0.554545455,0.5919347,-0.03738922593872074,6.742307267787104,Moderate,2005-2012,133.8768737285155,0.4226406926428571
Arhar/Tur,2006,Kharif,Andhra Pradesh,298477.0,157669,845.2,39959167.64,79642.43999999999,0.4204545450000001,0.4563307,-0.03587614180763232,8.532683712765,Low,2005-2012,133.8768737285155,0.4314343434666667
Arhar/Tur,2006,Rabi,Andhra Pradesh,5606.0,3174,845.2,715942.26,1233.32,0.43333333299999993,0.55298173,-0.11964840127581794,27.611105828491546,Low,2005-2012,127.70999997721904,0.4307481060625
Arhar/Tur,2007,Kharif,Andhra Pradesh,298477.0,302000,1004.2,39959167.64,74080.0,0.635714286,0.6871898,-0.05147553142858885,8.097261865839238,Moderate,2005-2012,133.8768737285155,0.4309001782352941
Arhar/Tur,2008,Kharif,Andhra Pradesh,298477.0,199414,944.6,39959167.64,39532.32,0.5309090909999998,0.53657615,-0.005667060847839522,1.0674238338859383,Low,2005-2012,133.8768737285155,0.4422787397777778
Arhar/Tur,2008,Rabi,Andhra Pradesh,3466.0,1942,944.6,495776.64,311.94,0.56,0.58852744,-0.02852744102478022,5.094176800537895,Low,2005-2012,143.03999995873053,0.4469434951052631
Arhar/Tur,2009,Kharif,Andhra Pradesh,298477.0,189677,711.0,39959167.64,74526.64,0.5259090909999999,0.505564,0.020345116619506776,3.868554144078361,Low,2005-2012,133.8768737285155,0.4525963203499999
Arhar/Tur,2009,Rabi,Andhra Pradesh,24895.0,13266,711.0,3879138.9,4232.15,0.52,0.5496757,-0.029675703048706037,5.70685499618386,Low,2005-2012,155.8199999937409,0.4560874046666667
Arhar/Tur,2010,Kharif,Andhra Pradesh,298477.0,261286,1297.0,39959167.64,79642.43999999999,0.466363636,0.5337168,-0.06735316182867429,14.442167486446012,Moderate,2005-2012,133.8768737285155,0.4589925226363636
Arhar/Tur,2010,Rabi,Andhra Pradesh,8123.0,4101,1297.0,1349311.53,1949.52,0.4833333329999999,0.53787124,-0.05453790856951912,11.283681883512946,Moderate,2005-2012,166.10999997955065,0.459313005826087
Arhar/Tur,2011,Kharif,Andhra Pradesh,298477.0,144679,861.9,39959167.64,79642.43999999999,0.4354545449999999,0.399114,0.03634053228179923,8.34540579378757,Low,2005-2012,133.8768737285155,0.4603138527916666
Arhar/Tur,2011,Rabi,Andhra Pradesh,2841.0,1409,861.9,475924.32,937.53,0.455294118,0.4827656,-0.027471467184097265,6.033771524889767,Low,2005-2012,167.51999994103485,0.45931948048
Arhar/Tur,2012,Kharif,Andhra Pradesh,298477.0,251000,968.7,39959167.64,79642.43999999999,0.5885,0.59418404,-0.0056840410232543714,0.9658506991924178,Low,2005-2012,133.8768737285155,0.4591646588461539
Arhar/Tur,2013,Kharif,Andhra Pradesh,182826.0,102954,1062.3,26416528.74,49363.02,0.6969230769999999,0.59501374,0.10190933932147206,14.622731899313054,Moderate,2013-2020,144.48999999920966,0.4639548566666666
Arhar/Tur,2013,Rabi,Andhra Pradesh,1298.0,1003,1062.3,187548.02,350.46,0.736,0.7871592,-0.05115920448303224,6.950969425725269,Moderate,2013-2020,144.48999988868258,0.47227515025
Arhar/Tur,2014,Kharif,Andhra Pradesh,148980.0,74560,687.6,22490020.8,49163.4,0.634615385,0.53486717,0.09974821752716068,15.717876166585373,Low,2013-2020,150.95999999898672,0.4813691105862069
Arhar/Tur,2014,Rabi,Andhra Pradesh,1564.0,1224,687.6,236101.44,516.12,0.7270000000000001,0.78288174,-0.055881736755371,7.686610713791452,Low,2013-2020,150.95999990347826,0.4864773197333333
Arhar/Tur,2015,Kharif,Andhra Pradesh,215323.0,128654,940.7,34001654.93,71056.59,0.579230769,0.60370207,-0.024471299328857388,4.224785420714275,Low,2013-2020,157.90999999926663,0.4942361158709677
Arhar/Tur,2015,Rabi,Andhra Pradesh,4995.0,3472,940.7,788760.45,1648.35,0.643,0.66501105,-0.02201104831695555,3.4231748188502893,Low,2013-2020,157.90999996838636,0.49689219878125
Arhar/Tur,2016,Kharif,Andhra Pradesh,298477.0,129160,890.0,39959167.64,79642.43999999999,0.49307692299999994,0.44327098,0.04980594168820185,10.101028532198523,Low,2013-2020,133.8768737285155,0.501319707909091
Arhar/Tur,2016,Rabi,Andhra Pradesh,6555.0,3818,890.0,1004553.75,2294.25,0.4818181819999998,0.5875523,-0.10573412703625507,21.94477326480852,Low,2013-2020,153.2499999766209,0.5010772730588235
Arhar/Tur,2017,Kharif,Andhra Pradesh,275367.0,116695,868.2,39959167.64,79642.43999999999,0.567692308,0.5356467,0.03204563098278812,5.644884399938728,Low,2013-2020,145.11240504437674,0.5005270133142857
Arhar/Tur,2017,Rabi,Andhra Pradesh,4148.0,3394,868.2,653061.12,1576.24,0.55,0.8080503,-0.25805027484893794,46.9181464849951,Low,2013-2020,157.43999996204434,0.5023927159444445
Arhar/Tur,2018,Kharif,Andhra Pradesh,245675.0,44213,1220.5,39848485.0,79642.43999999999,0.3115384619999999,0.28951487,0.022023592548477078,7.069278609872249,Moderate,2013-2020,162.19999999933978,0.5036793992972973
Arhar/Tur,2018,Rabi,Andhra Pradesh,4099.0,1352,1220.5,664857.8,1434.65,0.3099999999999999,0.3740029,-0.06400290369987499,20.646031367600433,Moderate,2013-2020,162.19999996042938,0.4986230588421052
Arhar/Tur,2019,Kharif,Andhra Pradesh,237647.0,114451,899.2,39959167.64,79642.43999999999,0.44000000000000006,0.59901965,-0.15901964664459223,36.14074664480131,Low,2013-2020,168.14505396589,0.4937865701538462
Arhar/Tur,2019,Rabi,Andhra Pradesh,5940.0,3747,899.2,1020254.4,2197.8,0.43,0.6278479,-0.19784790992736817,46.011034841167394,Low,2013-2020,171.75999997108417,0.4924419059
Bajra,1997,Kharif,Andhra Pradesh,89400.0,63600,927.5,8508198.0,27714.0,0.8158823529999999,0.7894305,0.026451853923156632,3.2421122242405445,Low,1997-2004,95.16999999893548,1.037272727
Bajra,1998,Kharif,Andhra Pradesh,120000.0,114500,1048.3,11856000.0,34800.0,0.9882352940000001,0.9928119,-0.004576624258666895,0.4631103195109827,Moderate,1997-2004,98.79999999917668,0.815882353
Bajra,1998,Rabi,Andhra Pradesh,7300.0,4600,1048.3,721240.0,2117.0,0.905714286,0.7789599,0.1267544156615601,13.994951572624787,Moderate,1997-2004,98.79999998646576,0.9020588235
Bajra,1999,Kharif,Andhra Pradesh,106564.0,90556,650.4,11309637.32,28772.28,0.899444444,0.8971479,0.002296550094360361,0.25532955997277373,Low,1997-2004,106.12999999900408,0.903277311
Bajra,1999,Rabi,Andhra Pradesh,10039.0,6886,650.4,1065439.07,2710.53,0.8609090910000001,0.77100563,0.08990346050683606,10.442839670099307,Low,1997-2004,106.12999998942824,0.90231909425
Bajra,2000,Kharif,Andhra Pradesh,129475.0,135964,935.6,12710560.75,33663.5,1.0016666670000003,1.0256639,-0.023997185691650103,2.3957233004756757,Low,1997-2004,98.1699999992418,0.8940370936
Bajra,2000,Rabi,Andhra Pradesh,14229.0,12524,935.6,1396860.93,3699.54,0.8831249999999999,0.9488747,-0.06574971199035651,7.445111115555029,Low,1997-2004,98.1699999931007,0.9119753558333334
Bajra,2001,Kharif,Andhra Pradesh,81851.0,63589,928.4,8359442.63,21281.26,0.851764706,0.86443245,-0.012667748109191912,1.487233874287011,Low,1997-2004,102.12999999875224,0.9078538764285716
Bajra,2001,Rabi,Andhra Pradesh,9684.0,7442,928.4,989026.92,2517.84,0.7950000000000002,0.8586327,-0.06363268375396713,8.004101095969327,Low,1997-2004,102.12999998945374,0.900842730125
Bajra,2002,Kharif,Andhra Pradesh,79711.0,53526,648.1,7546240.37,19927.75,0.706470588,0.6988914,0.0075791867091064,1.0728225788333332,Low,1997-2004,94.66999999881234,0.8890824267777779
Bajra,2002,Rabi,Andhra Pradesh,7268.0,3953,648.1,688061.56,1817.0,0.5942857139999997,0.60880303,-0.014517319828735609,2.442814131082125,Low,1997-2004,94.66999998697442,0.8708212429
Bajra,2003,Kharif,Andhra Pradesh,128512.0,141628,826.0,12720117.76,30842.88,1.0726315789999998,1.0690033,0.003628235417846515,0.3382551946379503,Low,1997-2004,98.9799999992298,0.8456816493636364
Bajra,2003,Rabi,Andhra Pradesh,9603.0,6475,826.0,950504.94,2304.72,0.88375,0.7500119,0.13373807907104496,15.13300455343699,Low,1997-2004,98.9799999896928,0.8645941435000001
Bajra,2004,Kharif,Andhra Pradesh,83441.0,74571,781.8,9039997.94,17522.61,0.8599999999999999,0.95476186,-0.0947618627548219,11.018808437992735,Low,1997-2004,108.3399999987016,0.8660676709230769
Bajra,2004,Rabi,Andhra Pradesh,10128.0,6712,781.8,1097267.52,2126.88,0.661818182,0.7492707,-0.08745249556652834,13.213956008686425,Low,1997-2004,108.33999998930292,0.8656342658571429
Bajra,2005,Kharif,Andhra Pradesh,68884.0,72401,1075.5,8260569.28,14465.64,0.941666667,1.070147,-0.1284803705061035,13.643918657143772,Moderate,2005-2012,119.91999999825912,0.8520465269333334
Bajra,2005,Rabi,Andhra Pradesh,12107.0,9751,1075.5,1451871.44,2542.47,0.952307692,0.8880954,0.06421231312426756,6.742804477549341,Moderate,2005-2012,119.91999999009498,0.8576477856875
Bajra,2006,Kharif,Andhra Pradesh,48995.0,39988,845.2,6257151.45,10778.9,0.7375,0.8787725,-0.14127249717712398,19.155566863926147,Low,2005-2012,127.7099999973934,0.8632160154705882
Bajra,2006,Rabi,Andhra Pradesh,12081.0,6986,845.2,1542864.51,2657.82,0.824545455,0.6922611,0.13228435518463133,16.043287116507138,Low,2005-2012,127.70999998942884,0.8562317923888889
Bajra,2007,Kharif,Andhra Pradesh,60000.0,81000,1004.2,8004000.0,9600.0,1.3915384620000002,1.2649705,0.126567920999634,9.095532283196865,Moderate,2005-2012,133.39999999777666,0.8545640904210527
Bajra,2007,Rabi,Andhra Pradesh,14000.0,11000,1004.2,1867600.0,2240.0,0.9175,0.9040762,0.013423781394958478,1.4630808462288847,Moderate,2005-2012,133.39999999047143,0.8814128090000001
Bajra,2008,Kharif,Andhra Pradesh,49844.0,51316,944.6,7129685.76,4485.96,1.134375,1.0925448,0.04183020591735831,3.6875080147462844,Low,2005-2012,143.03999999713025,0.8831312466666668
Bajra,2008,Rabi,Andhra Pradesh,9274.0,8873,944.6,1326552.96,834.66,1.1875,1.0581124,0.12938761711120605,10.89579016027827,Low,2005-2012,143.0399999845762,0.8945514172727272
Bajra,2009,Kharif,Andhra Pradesh,33411.0,43471,711.0,5206102.02,5679.87,1.2999999999999998,1.2442358,0.0557642459869383,4.289554083953651,Low,2005-2012,155.81999999533625,0.907288312173913
Bajra,2009,Rabi,Andhra Pradesh,11938.0,9884,711.0,1860179.16,2029.46,1.2963636360000002,0.9443767,0.3519869289229738,27.151845950460945,Low,2005-2012,155.81999998694755,0.9236512991666668
Bajra,2010,Kharif,Andhra Pradesh,51338.0,84908,1297.0,8527755.18,12321.12,1.2294444439999999,1.4588232,-0.22937876004052749,18.657091387011356,Moderate,2005-2012,166.10999999676437,0.93855979264
Bajra,2010,Rabi,Andhra Pradesh,15988.0,17254,1297.0,2655766.68,3837.12,1.4545454550000003,1.1439676,0.3105778265209964,21.35221088700095,Moderate,2005-2012,166.10999998961034,0.949747663846154
Bajra,2011,Kharif,Andhra Pradesh,32415.0,47506,861.9,5430160.8,10696.95,1.221764706,1.3028121,-0.08104739345678702,6.63362812188698,Low,2005-2012,167.519999994832,0.9684438783333332
Bajra,2011,Rabi,Andhra Pradesh,10748.0,11138,861.9,1800504.96,3546.84,1.2350000000000003,1.0755794,0.1594205951690677,12.908539763859922,Low,2005-2012,167.51999998441383,0.97749105075
Bajra,2012,Kharif,Andhra Pradesh,60000.0,100000,968.7,9048000.0,18600.0,1.4836363639999997,1.5762427,-0.09260632131799351,6.241843429200233,Low,2005-2012,150.79999999748668,0.9863706696896553
Bajra,2012,Rabi,Andhra Pradesh,7000.0,11000,968.7,1055600.0,2170.0,1.4,1.54229,-0.14228997230529794,10.163562190691145,Low,2005-2012,150.79999997845712,1.0029461928333334
Bajra,2013,Kharif,Andhra Pradesh,46930.0,77599,1062.3,6780915.7,12671.1,1.6218181819999997,1.6794441,-0.057625892630737585,3.5531638341873797,Moderate,2013-2020,144.48999999692117,1.0157543801612905
Bajra,2013,Rabi,Andhra Pradesh,2297.0,4256,1062.3,331893.53,620.19,1.7800000000000002,1.831495,-0.05149504661560034,2.8929785216750066,Moderate,2013-2020,144.48999993709623,1.03469387396875
Bajra,2014,Kharif,Andhra Pradesh,24755.0,31913,687.6,3737014.8,8169.15,1.5609090910000005,1.3791859,0.1817231760067144,11.642129617490847,Low,2013-2020,150.95999999390182,1.057278908090909
Bajra,2014,Rabi,Andhra Pradesh,3423.0,6586,687.6,516736.08,1129.59,1.624285714,1.7814281,-0.15714238467858888,9.67454719195523,Low,2013-2020,150.95999995589835,1.0720915605294117
Bajra,2015,Kharif,Andhra Pradesh,33319.0,58890,940.7,5261403.29,10995.27,1.9081818179999992,1.8195498,0.0886320190345451,4.644838963985742,Low,2013-2020,157.90999999526065,1.087868536342857
Bajra,2015,Rabi,Andhra Pradesh,3421.0,6133,940.7,540210.11,1128.93,1.9783333329999997,1.8034358,0.1748975305402829,8.840645770680407,Low,2013-2020,157.90999995384098,1.1106550163888889
Bajra,2016,Kharif,Andhra Pradesh,38762.0,67598,890.0,5940276.5,13566.7,1.744545455,1.7912931,-0.04674768922607431,2.679647142218079,Low,2013-2020,153.2499999960464,1.1341057817027027
Bajra,2016,Rabi,Andhra Pradesh,3124.0,4355,890.0,478753.0,1093.4,1.8271428570000001,1.5100257,0.3171171173302003,17.355892154593512,Low,2013-2020,153.2499999509443,1.1501699836315789
Bajra,2017,Kharif,Andhra Pradesh,43367.0,82916,868.2,6827700.48,16479.46,1.8545454550000002,1.8538265,0.0007189321728517939,0.03876592958421168,Low,2013-2020,157.4399999963696,1.1675282624358976
Bajra,2017,Rabi,Andhra Pradesh,4990.0,10252,868.2,785625.6,1896.2,1.8333333329999997,1.9621503,-0.12881700231188997,7.026378112992552,Low,2013-2020,157.4399999684489,1.1847036922499998
Bajra,2018,Kharif,Andhra Pradesh,20932.0,21212,1220.5,3395170.4,7326.2,1.3009090910000003,1.1857791,0.11512999630395537,8.849957971765427,Moderate,2013-2020,162.1999999922511,1.200523927390244
Bajra,2018,Rabi,Andhra Pradesh,1182.0,1586,1220.5,191720.4,413.7,1.3533333329999997,1.4932003,-0.13986696912402374,10.334990084377308,Moderate,2013-2020,162.19999986277494,1.202914050333333
Bajra,2019,Kharif,Andhra Pradesh,20484.0,47045,899.2,3518331.84,7579.08,2.0045454550000006,2.202578,-0.19803261277954043,9.879173031165314,Low,2013-2020,171.7599999916149,1.2064121731860464
Bajra,2019,Rabi,Andhra Pradesh,4592.0,11322,899.2,788721.92,1699.04,2.48,2.4112763,0.06872365951538084,2.7711141856547976,Low,2013-2020,171.75999996259583,1.2245515659545454
Banana,2000,Whole Year,Andhra Pradesh,49051.0,468522,935.6,4815336.67,12753.26,17.630909090000003,17.596022,0.03488743777832326,0.19787655657157996,Low,1997-2004,98.16999999799862,1.037272727
Banana,2001,Whole Year,Andhra Pradesh,50507.0,468522,928.4,5158279.91,13131.82,11.733636359999993,16.965586,-5.231949348618171,44.58932203285831,Low,1997-2004,102.1299999979779,17.63090909
Banana,2002,Whole Year,Andhra Pradesh,39354.0,468522,648.1,3725643.18,9838.5,26.839523809999996,21.031626,5.807898062319332,21.63934757948992,Low,1997-2004,94.6699999975944,14.682272725
Banana,2003,Whole Year,Andhra Pradesh,38714.0,468522,826.0,3831911.72,9291.36,15.682631579999999,18.339592,-2.65696039998047,16.942056038275624,Low,1997-2004,98.9799999974433,18.73468975333333
Banana,2004,Whole Year,Andhra Pradesh,40906.0,468522,781.8,4431756.04,8590.26,26.370476189999998,22.094193,4.2762836851171855,16.216178623945428,Low,1997-2004,108.33999999735148,17.97167521
Banana,2005,Whole Year,Andhra Pradesh,45642.0,468522,1075.5,5473388.64,9584.82,23.9085,22.250902,1.6575978240966798,6.933089716066599,Moderate,2005-2012,119.9199999973726,19.651435406
Banana,2006,Whole Year,Andhra Pradesh,50286.0,468522,845.2,6422025.06,11062.92,26.198095239999997,23.032547,3.1655482429296846,12.083123193113687,Low,2005-2012,127.70999999746032,20.360946171666665
Banana,2008,Whole Year,Andhra Pradesh,54100.0,468522,944.6,7738464.0,4869.0,26.216111110000003,27.196157,-0.9800463454443324,3.738335956652011,Low,2005-2012,143.039999997356,21.19482461
Banana,2009,Whole Year,Andhra Pradesh,58229.0,468522,711.0,9073242.78,9898.93,30.9435,30.946526,-0.0030255737304685226,0.009777735655925044,Low,2005-2012,155.819999997324,21.8224854225
Banana,2010,Whole Year,Andhra Pradesh,58876.0,468522,1297.0,9779892.36,14130.24,31.562631580000016,26.219616,5.343015643720719,16.92829528772063,Moderate,2005-2012,166.10999999717865,22.835931486666667
Banana,2011,Whole Year,Andhra Pradesh,62103.0,468522,861.9,10403494.56,20493.99,35.52157894999999,31.880543,3.6410361948730383,10.250209027858963,Low,2005-2012,167.51999999730256,23.708601496
Banana,2013,Whole Year,Andhra Pradesh,60626.0,468522,1062.3,8759850.74,16369.02,31.62769231,32.64106,-1.0133675654882808,3.204051448063952,Moderate,2013-2020,144.4899999976167,24.78250853727273
Banana,2014,Whole Year,Andhra Pradesh,61607.0,468522,687.6,9300192.72,20330.31,31.493846150000003,35.641403,-4.147557048242184,13.16942013621916,Low,2013-2020,150.95999999754963,25.352940518333337
Banana,2015,Whole Year,Andhra Pradesh,59428.0,468522,940.7,9384275.48,19611.24,39.59461538,36.161755,3.4328607718457036,8.670019022029742,Low,2013-2020,157.90999999734285,25.825317874615383
Banana,2016,Whole Year,Andhra Pradesh,55743.0,468522,890.0,8542614.75,19510.05,41.427692310000005,38.04122,3.386470691347661,8.174412864377896,Low,2013-2020,153.24999999725077,26.808839125
Banana,2019,Whole Year,Andhra Pradesh,97695.0,468522,899.2,16780093.2,36147.15,60.00000000000001,36.475235,23.524765014648445,39.20794103761505,Low,2013-2020,171.75999999824188,27.78342933733333
Black pepper,2013,Kharif,Andhra Pradesh,4.0,3,1062.3,577.96,1.08,0.75,0.8528614,-0.10286140441894531,13.714835636078526,Moderate,2013-2020,144.48996387750904,1.037272727
Black pepper,2019,Whole Year,Andhra Pradesh,17645.0,17645,899.2,3030705.2,6528.65,1.0,1.0407658,-0.04076576232910156,4.076572156338,Low,2013-2020,171.7599999902658,0.75
Cashewnut,2000,Whole Year,Andhra Pradesh,145315.0,31074,935.6,14265573.55,37781.9,0.190625,0.26360247,-0.07297746539115907,38.283059703901394,Low,1997-2004,98.16999999932445,1.037272727
Cashewnut,2001,Whole Year,Andhra Pradesh,147370.0,38729,928.4,15050898.1,38316.2,0.236,0.25453353,-0.018533529281616223,7.853157097476801,Low,1997-2004,102.12999999930696,0.190625
Cashewnut,2002,Whole Year,Andhra Pradesh,150644.0,19643,648.1,14261467.48,37661.0,0.16812499999999997,0.17670983,-0.008584830760955842,5.1061886685913205,Low,1997-2004,94.66999999937156,0.2133125
Cashewnut,2003,Whole Year,Andhra Pradesh,150077.0,39207,826.0,14854621.46,36018.48,0.22499999999999998,0.27121246,-0.04621245861053469,20.53877921010782,Low,1997-2004,98.97999999934048,0.19825
Cashewnut,2004,Whole Year,Andhra Pradesh,150352.0,33571,781.8,16289135.68,31573.92,0.25687499999999996,0.24713503,0.009739971756935084,3.7917017381674767,Low,1997-2004,108.3399999992794,0.2049375
Cashewnut,2005,Whole Year,Andhra Pradesh,148372.0,40153,1075.5,17792770.24,31158.12,0.2858823529999999,0.28983063,-0.0039482720572205365,1.3810779871539207,Moderate,2005-2012,119.91999999919176,0.215325
Cashewnut,2006,Whole Year,Andhra Pradesh,145095.0,37470,845.2,18530082.45,31920.9,0.2375,0.27330506,-0.03580505847930909,15.075750619706483,Low,2005-2012,127.7099999991198,0.2270845588333333
Cashewnut,2008,Whole Year,Andhra Pradesh,150135.0,45208,944.6,21475310.4,13512.15,0.319230769,0.34405553,-0.024824764409118627,7.7764078703328,Low,2005-2012,143.03999999904724,0.228572479
Cashewnut,2009,Whole Year,Andhra Pradesh,139274.0,42703,711.0,21701674.68,23676.58,0.31500000000000006,0.33707204,-0.022072044610977115,7.0069760448306875,Low,2005-2012,155.8199999988812,0.2399047652499999
Cashewnut,2010,Whole Year,Andhra Pradesh,138101.0,33563,1297.0,22939957.11,33144.24,0.24999999999999992,0.2548824,-0.0048823952674866555,1.952950295193482,Moderate,2005-2012,166.10999999879718,0.2482486802222222
